ID,Name_ID,Desc_ID,Icon_ID,skillType,damageType,SkillGroup,skillreinforce,maxskillreinforce,coolTime,reqMana,damageFigure,criticalPercent,criticalDamage,stunTime,kBForce,slowDown,slowTime,reduceDef,reduceDefTime,"exception참조하지 않는 데이터 칼럼, CSV 저장시 삭제",desc,,,,,,,,,,,,,,,,,,,
10001,130077,140014,150041,1,1,1,0,5,6.0,30,0.4,0,1.5,0,7.0,0,0,0.1,2,"""+0 화염구""","""전방을 향해 타오르는 구체를 발사 합니다.\n적중 당한 몬스터는 마법 공격력의 1.1배의 피해를 6초에 거쳐 입습니다.""",,,,,,,,,,,,,,,,,,,
10002,130078,140014,150041,1,1,1,1,5,6.0,30,0.4,0,1.5,0,7.0,0,0,0.1,2,"""+1 화염구""",,,,,,,,,,,,,,,,,,,,
10003,130079,140014,150041,1,1,1,2,5,6.0,30,0.4,0,1.5,0,7.0,0,0,0.1,2,"""+2 화염구""",,,,,,,,,,,,,,,,,,,,
10004,130080,140014,150041,1,1,1,3,5,6.0,30,0.4,0,1.5,0,7.0,0,0,0.1,2,"""+3 화염구""",,,,,,,,,,,,,,,,,,,,
10005,130081,140014,150041,1,1,1,4,5,6.0,30,0.4,0,1.5,0,7.0,0,0,0.1,2,"""+4 화염구""",,,,,,,,,,,,,,,,,,,,
10006,130082,140014,150041,1,1,1,5,5,6.0,30,0.4,0,1.5,0,7.0,0,0,0.1,2,"""+5 화염구""",,,,,,,,,,,,,,,,,,,,
10007,130083,140015,150042,1,1,2,0,5,8.0,30,0.4,0,1.5,0,7.0,0,0,0,0,"""+0 굽이치는 파도""","""전방을 향해 물의 구체를 발사 합니다. 한번에 투사체를 두 번씩 발사 합니다. 마법 공격력의 (1.1*2)배의 마법 피해를 입힙니다.""",,,,,,,,,,,,,,,,,,,
10008,130084,140015,150042,1,1,2,1,5,8.0,30,0.4,0,1.5,0,7.0,0,0,0,0,"""+1 굽이치는 파도""",,,,,,,,,,,,,,,,,,,,
10009,130085,140015,150042,1,1,2,2,5,8.0,30,0.4,0,1.5,0,7.0,0,0,0,0,"""+2 굽이치는 파도""",,,,,,,,,,,,,,,,,,,,
10010,130086,140015,150042,1,1,2,3,5,8.0,30,0.4,0,1.5,0,7.0,0,0,0,0,"""+3 굽이치는 파도""",,,,,,,,,,,,,,,,,,,,
10011,130087,140015,150042,1,1,2,4,5,8.0,30,0.4,0,1.5,0,7.0,0,0,0,0,"""+4 굽이치는 파도""",,,,,,,,,,,,,,,,,,,,
10012,130088,140015,150042,1,1,2,5,5,8.0,30,0.4,0,1.5,0,7.0,0,0,0,0,"""+5 굽이치는 파도""",,,,,,,,,,,,,,,,,,,,
10013,130089,140016,150043,1,1,3,0,5,10.0,50,0.2,0,1.5,2.0,7.0,0,0,0,0,"""+0 대지 화살""","""전방을 향해 대지의 화살 발사 합니다.\n피격 당한 대상을 2초 동안 기절 시킵니다.\n마법 공격력의 1.1배의 피해를 입힙니다.""",,,,,,,,,,,,,,,,,,,
10014,130090,140016,150043,1,1,3,1,5,10.0,50,0.2,0,1.5,2.0,7.0,0,0,0,0,"""+1 대지 화살""",,,,,,,,,,,,,,,,,,,,
10015,130091,140016,150043,1,1,3,2,5,10.0,50,0.2,0,1.5,2.0,7.0,0,0,0,0,"""+2 대지 화살""",,,,,,,,,,,,,,,,,,,,
10016,130092,140016,150043,1,1,3,3,5,10.0,50,0.2,0,1.5,2.0,7.0,0,0,0,0,"""+3 대지 화살""",,,,,,,,,,,,,,,,,,,,
10017,130093,140016,150043,1,1,3,4,5,10.0,50,0.2,0,1.5,2.0,7.0,0,0,0,0,"""+4 대지 화살""",,,,,,,,,,,,,,,,,,,,
10018,130094,140016,150043,1,1,3,5,5,10.0,50,0.2,0,1.5,2.0,7.0,0,0,0,0,"""+5 대지 화살""",,,,,,,,,,,,,,,,,,,,
10019,130101,140018,150045,2,1,5,0,5,7.0,30,0.5,0,1.5,0.0,7.0,0.5,3,0,0,"""+0 얼음 송곳""","""적을 관통하는 얼음 송곳을 던집니다. 얼음 송곳은 되돌아오며 다시 피해를 입히고, 적중한 몬스터를 얼어붙게 하여 이동속도를 50% 감소 시킵니다. 보스에게 감속 효과 는 적용되지 않습니다.""",,,,,,,,,,,,,,,,,,,
10020,130102,140018,150045,2,1,5,1,5,7.0,30,0.5,0,1.5,0.0,7.0,0.5,3,0,0,"""+1 얼음 송곳""",,,,,,,,,,,,,,,,,,,,
10021,130103,140018,150045,2,1,5,2,5,7.0,30,0.5,0,1.5,0.0,7.0,0.5,3,0,0,"""+2 얼음 송곳""",,,,,,,,,,,,,,,,,,,,
10022,130104,140018,150045,2,1,5,3,5,7.0,30,0.5,0,1.5,0.0,7.0,0.5,3,0,0,"""+3 얼음 송곳""",,,,,,,,,,,,,,,,,,,,
10023,130105,140018,150045,2,1,5,4,5,7.0,30,0.5,0,1.5,0.0,7.0,0.5,3,0,0,"""+4 얼음 송곳""",,,,,,,,,,,,,,,,,,,,
10024,130106,140018,150045,2,1,5,5,5,7.0,30,0.5,0,1.5,0.0,7.0,0.5,3,0,0,"""+5 얼음 송곳""",,,,,,,,,,,,,,,,,,,,
10025,130107,140019,150046,2,1,6,0,5,10.0,50,0.2,0,1.5,1.0,7.0,0,0,0,0,"""+0 번개 충격""","""적을 관통하는 번개 화살을 던집니다.\n번개 화살은 되돌아오며 다시 피해를 입히고 번개 화살이 되돌아 왔을 때, 적중한 몬스터들을 감전시켜 1.0초간 기절 상태가 됩니다.""",,,,,,,,,,,,,,,,,,,
10026,130108,140019,150046,2,1,6,1,5,10.0,50,0.2,0,1.5,1.0,7.0,0,0,0,0,"""+1 번개 충격""",,,,,,,,,,,,,,,,,,,,
10027,130109,140019,150046,2,1,6,2,5,10.0,50,0.2,0,1.5,1.0,7.0,0,0,0,0,"""+2 번개 충격""",,,,,,,,,,,,,,,,,,,,
10028,130110,140019,150046,2,1,6,3,5,10.0,50,0.2,0,1.5,1.0,7.0,0,0,0,0,"""+3 번개 충격""",,,,,,,,,,,,,,,,,,,,
10029,130111,140019,150046,2,1,6,4,5,10.0,50,0.2,0,1.5,1.0,7.0,0,0,0,0,"""+4 번개 충격""",,,,,,,,,,,,,,,,,,,,
10030,130112,140019,150046,2,1,6,5,5,10.0,50,0.2,0,1.5,1.0,7.0,0,0,0,0,"""+5 번개 충격""",,,,,,,,,,,,,,,,,,,,
10031,130113,140020,150047,3,1,7,0,5,0.0,20,0.1,0,1.5,0.0,7.0,0,0,0,0,"""+0 바위 소용돌이""","""바위의 소용돌이를 회전시켜 가까운 대상을 공격하여 마법 공격력의 1.0만큼의 피해를 입히며, 적의 투사체로부터 보호합니다.""",,,,,,,,,,,,,,,,,,,
10032,130114,140020,150047,3,1,7,1,5,0.0,20,0.1,0,1.5,0.0,7.0,0,0,0,0,"""+1 바위 소용돌이""",,,,,,,,,,,,,,,,,,,,
10033,130115,140020,150047,3,1,7,2,5,0.0,20,0.1,0,1.5,0.0,7.0,0,0,0,0,"""+2 바위 소용돌이""",,,,,,,,,,,,,,,,,,,,
10034,130116,140020,150047,3,1,7,3,5,0.0,20,0.1,0,1.5,0.0,7.0,0,0,0,0,"""+3 바위 소용돌이""",,,,,,,,,,,,,,,,,,,,
10035,130117,140020,150047,3,1,7,4,5,0.0,20,0.1,0,1.5,0.0,7.0,0,0,0,0,"""+4 바위 소용돌이""",,,,,,,,,,,,,,,,,,,,
10036,130131,140023,150050,4,2,10,0,5,0.0,20,0.1,0,1.5,0.0,7.0,0,0,0.1,2,"""+0 용의 숨결""","""전방 범위 내의 적에게 6초간 불속성 피해를 입힙니다.""",,,,,,,,,,,,,,,,,,,
10037,130132,140023,150050,4,2,10,1,5,0.0,20,0.1,0,1.5,0.0,7.0,0,0,0.1,2,"""+1 용의 숨결""",,,,,,,,,,,,,,,,,,,,
10038,130133,140023,150050,4,2,10,2,5,0.0,20,0.1,0,1.5,0.0,7.0,0,0,0.1,2,"""+2 용의 숨결""",,,,,,,,,,,,,,,,,,,,
10039,130134,140023,150050,4,2,10,3,5,0.0,20,0.1,0,1.5,0.0,7.0,0,0,0.1,2,"""+3 용의 숨결""",,,,,,,,,,,,,,,,,,,,
10040,130135,140023,150050,4,2,10,4,5,0.0,20,0.1,0,1.5,0.0,7.0,0,0,0.1,2,"""+4 용의 숨결""",,,,,,,,,,,,,,,,,,,,
10041,130136,140023,150050,4,2,10,5,5,0.0,20,0.1,0,1.5,0.0,7.0,0,0,0.1,2,"""+5 용의 숨결""",,,,,,,,,,,,,,,,,,,,
10042,130137,140024,150051,4,2,11,0,5,5.0,40,0.5,0,1.5,0.0,7.0,0,0,0,0,"""+0 서리 가시""","""전방에 서리 가시를 소환해 10미터 안의 모든 적에게 피해를 입힙니다.""",,,,,,,,,,,,,,,,,,,
10043,130138,140024,150051,4,2,11,1,5,5.0,40,0.5,0,1.5,0.0,7.0,0,0,0,0,"""+1 서리 가시""",,,,,,,,,,,,,,,,,,,,
10044,130139,140024,150051,4,2,11,2,5,5.0,40,0.5,0,1.5,0.0,7.0,0,0,0,0,"""+2 서리 가시""",,,,,,,,,,,,,,,,,,,,
10045,130140,140024,150051,4,2,11,3,5,5.0,40,0.5,0,1.5,0.0,7.0,0,0,0,0,"""+3 서리 가시""",,,,,,,,,,,,,,,,,,,,
10046,130141,140024,150051,4,2,11,4,5,5.0,40,0.5,0,1.5,0.0,7.0,0,0,0,0,"""+4 서리 가시""",,,,,,,,,,,,,,,,,,,,
10047,130142,140024,150051,4,2,11,5,5,5.0,40,0.5,0,1.5,0.0,7.0,0,0,0,0,"""+5 서리 가시""",,,,,,,,,,,,,,,,,,,,
11001,,,,,,,0,0,0,0,3,0,0,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
11002,,,,,,,0,0,0,0,3,0,0,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
11003,,,,,,,0,0,0,0,3,0,0,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
11004,,,,,,,0,0,0,0,1.2,0.5,2,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
11005,,,,,,,0,0,0,0,1.2,0.5,2,2,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
